event_id,asset_id,title,event_type_id,start_date,end_date,event_status,description,performed_by,created_at,cost
cb0cfe3f-f976-48b8-bb93-223d9c,SYS-4A549A15-F-E2848-A-7F4CB,SPH-8457BD Inspection,2,2018-10-27 00:00:00,2018-10-29 00:00:00,in_progress,Inspection for SPH-8457BD,Vendor,2025-04-16 12:49:41,
c75a36ca-6375-458a-9eeb-58d3c7,SYS-4A549A15-F-E2848-A-7F4CB,SPH-8457BD Alteration,4,2019-04-25 00:00:00,2019-04-26 00:00:00,completed,Alteration for SPH-8457BD,Contractor,2025-04-16 12:49:41,2886.53
edf6c549-dd19-4863-8ad2-ae638b,SYS-4A549A15-F-E2848-A-6D8D1,SPH-0F0FDE Commissioning,1,2017-04-04 00:00:00,2017-04-05 00:00:00,completed,Initial commissioning and calibration of SPH-0F0FDE,Contractor,2025-04-16 12:49:41,2795.33
d4e3748e-ecb7-4824-96b6-89cfac,SYS-4A549A15-F-E2848-A-6D8D1,SPH-0F0FDE Maintenance,1,2017-06-03 00:00:00,2017-06-05 00:00:00,in_progress,Maintenance for SPH-0F0FDE,Internal Team,2025-04-16 12:49:41,
c06f45fa-7f19-4f50-b1cb-e32651,SYS-4A549A15-F-E2848-A-6D8D1,SPH-0F0FDE Inspection,2,2018-06-03 00:00:00,2018-06-05 00:00:00,scheduled,Inspection for SPH-0F0FDE,Contractor,2025-04-16 12:49:41,
948e69ad-5736-44d2-9b30-2508e7,SYS-4A549A15-F-E2848-A-6D8D1,SPH-0F0FDE Alteration,4,2018-11-30 00:00:00,2018-12-01 00:00:00,scheduled,Alteration for SPH-0F0FDE,Vendor,2025-04-16 12:49:41,
f4402fd6-98b8-4890-ad65-d37098,SYS-4A549A15-F-E2848-A-6D8D1,SPH-0F0FDE Maintenance,1,2019-02-28 00:00:00,2019-03-01 00:00:00,scheduled,Maintenance for SPH-0F0FDE,Vendor,2025-04-16 12:49:41,
3fbb9568-19aa-4dd0-b06f-d897ce,SYS-4A549A15-F-E2848-A-6D8D1,SPH-0F0FDE Maintenance,1,2019-04-29 00:00:00,2019-05-01 00:00:00,scheduled,Maintenance for SPH-0F0FDE,Internal Team,2025-04-16 12:49:41,
0d33b399-09bd-4be7-82e0-3b0cf2,SYS-4A549A15-F-E2848-A-6D8D1,SPH-0F0FDE Maintenance,1,2019-06-28 00:00:00,2019-07-01 00:00:00,completed,Maintenance for SPH-0F0FDE,Internal Team,2025-04-16 12:49:41,1110.36
2bc00fda-b095-458b-8747-b36d61,SYS-4A549A15-F-E2848-A-6D8D1,SPH-0F0FDE Repair,3,2019-07-28 00:00:00,2019-07-31 00:00:00,in_progress,Repair for SPH-0F0FDE,Internal Team,2025-04-16 12:49:41,
65167969-ac46-44dc-be5b-d47389,SYS-4A549A15-F-E2848-A-6D8D1,SPH-0F0FDE Repair,3,2019-09-26 00:00:00,2019-09-28 00:00:00,completed,Repair for SPH-0F0FDE,Vendor,2025-04-16 12:49:41,1515.38
2373a3fe-9478-43e8-b06a-e49fc3,SYS-4A549A15-F-E2848-A-6D8D1,SPH-0F0FDE Repair,3,2020-09-25 00:00:00,2020-09-26 00:00:00,completed,Repair for SPH-0F0FDE,Vendor,2025-04-16 12:49:41,824.98
8a406cd7-039a-4c5e-a6b2-041046,SYS-4A549A15-F-E2848-A-EEA94,SPH-DB0E23 Commissioning,1,2018-05-04 00:00:00,2018-05-05 00:00:00,completed,Initial commissioning and calibration of SPH-DB0E23,Vendor,2025-04-16 12:49:41,1496.68
e37812b6-76b7-4e76-b399-dfae50,SYS-4A549A15-F-E2848-A-EEA94,SPH-DB0E23 Alteration,4,2018-07-03 00:00:00,2018-07-04 00:00:00,scheduled,Alteration for SPH-DB0E23,Vendor,2025-04-16 12:49:41,
1afdbb6b-d837-4188-8aec-f2d456,SYS-4A549A15-F-E2848-A-EEA94,SPH-DB0E23 Inspection,2,2018-12-30 00:00:00,2019-01-01 00:00:00,completed,Inspection for SPH-DB0E23,Internal Team,2025-04-16 12:49:41,2687.45
395fce7b-17ac-4e61-89c1-3fc787,SYS-4A549A15-F-E2848-A-EEA94,SPH-DB0E23 Maintenance,1,2019-06-28 00:00:00,2019-07-01 00:00:00,completed,Maintenance for SPH-DB0E23,Contractor,2025-04-16 12:49:41,785.81
7c468647-180b-487a-85a3-086d99,SYS-4A549A15-F-E2848-A-EEA94,SPH-DB0E23 Repair,3,2019-07-28 00:00:00,2019-07-29 00:00:00,scheduled,Repair for SPH-DB0E23,Vendor,2025-04-16 12:49:41,
036715ae-dd71-4320-81de-6a02e8,SYS-4A549A15-F-E2848-A-EEA94,SPH-DB0E23 Repair,3,2020-07-27 00:00:00,2020-07-29 00:00:00,in_progress,Repair for SPH-DB0E23,Vendor,2025-04-16 12:49:41,
9101806a-858c-413d-b53e-f72988,SYS-4A549A15-F-E2848-A-EEA94,SPH-DB0E23 Inspection,2,2020-10-25 00:00:00,2020-10-26 00:00:00,completed,Inspection for SPH-DB0E23,Internal Team,2025-04-16 12:49:41,3693.12
9590d9f6-f193-4a74-8a18-fcf898,SYS-4A549A15-F-E2848-A-EEA94,SPH-DB0E23 Repair,3,2021-10-25 00:00:00,2021-10-28 00:00:00,in_progress,Repair for SPH-DB0E23,Vendor,2025-04-16 12:49:41,
45d7f290-086d-4a1c-a551-3dbb0c,SYS-4A549A15-F-E2848-A-EEA94,SPH-DB0E23 Maintenance,1,2022-04-23 00:00:00,2022-04-24 00:00:00,completed,Maintenance for SPH-DB0E23,Vendor,2025-04-16 12:49:41,2993.16
cbc990a0-db83-4510-90cc-5a44bf,SYS-4A549A15-F-E2848-A-EEA94,SPH-DB0E23 Repair,3,2022-10-20 00:00:00,2022-10-23 00:00:00,scheduled,Repair for SPH-DB0E23,Internal Team,2025-04-16 12:49:41,
7701e519-f4c5-43eb-8c8c-609f92,SYS-4A549A15-F-E2848-A-34F72,SPH-84EE70 Commissioning,1,2018-06-04 00:00:00,2018-06-05 00:00:00,completed,Initial commissioning and calibration of SPH-84EE70,Vendor,2025-04-16 12:49:41,1904.87
06298f8a-19ce-4547-939f-4988a4,SYS-4A549A15-F-E2848-A-34F72,SPH-84EE70 Alteration,4,2018-08-03 00:00:00,2018-08-06 00:00:00,scheduled,Alteration for SPH-84EE70,Contractor,2025-04-16 12:49:41,
90df06f0-8252-42a2-aba0-ad84dd,SYS-4A549A15-F-E2848-A-34F72,SPH-84EE70 Alteration,4,2019-08-03 00:00:00,2019-08-06 00:00:00,scheduled,Alteration for SPH-84EE70,Vendor,2025-04-16 12:49:41,
57baa6fb-7475-4e85-a669-16d0ca,SYS-4A549A15-F-E2848-A-34F72,SPH-84EE70 Maintenance,1,2020-08-02 00:00:00,2020-08-05 00:00:00,completed,Maintenance for SPH-84EE70,Contractor,2025-04-16 12:49:41,3117.17
c3da6873-a031-495a-9d3d-fda7c1,SYS-4A549A15-F-E2848-A-34F72,SPH-84EE70 Alteration,4,2021-01-29 00:00:00,2021-01-31 00:00:00,scheduled,Alteration for SPH-84EE70,Contractor,2025-04-16 12:49:41,
c9f04712-6902-4fd9-8ab5-f63358,SYS-4A549A15-F-E2848-A-34F72,SPH-84EE70 Maintenance,1,2021-07-28 00:00:00,2021-07-29 00:00:00,completed,Maintenance for SPH-84EE70,Internal Team,2025-04-16 12:49:41,2873.09
dcd4ba56-6267-4fe4-a1b8-ced195,SYS-4A549A15-F-E2848-A-34F72,SPH-84EE70 Maintenance,1,2022-07-28 00:00:00,2022-07-29 00:00:00,in_progress,Maintenance for SPH-84EE70,Vendor,2025-04-16 12:49:41,
9b598fe4-f77c-4754-aa3a-072208,SYS-4A549A15-F-E2848-A-34F72,SPH-84EE70 Inspection,2,2023-07-28 00:00:00,2023-07-30 00:00:00,scheduled,Inspection for SPH-84EE70,Contractor,2025-04-16 12:49:41,
2a592278-205e-4294-93d1-17bd18,SYS-4A549A15-F-E2848-A-34F72,SPH-84EE70 Repair,3,2023-08-27 00:00:00,2023-08-28 00:00:00,in_progress,Repair for SPH-84EE70,Contractor,2025-04-16 12:49:41,
9bf7670b-43d7-486b-a7a3-d5e0da,SYS-4A549A15-F-E2848-A-34F72,SPH-84EE70 Maintenance,1,2023-11-25 00:00:00,2023-11-28 00:00:00,in_progress,Maintenance for SPH-84EE70,Contractor,2025-04-16 12:49:41,
79821448-a25f-48d6-8301-3f436a,SYS-4A549A15-F-E2848-A-431F4,PRO-1DC446 Commissioning,1,2017-05-08 00:00:00,2017-05-09 00:00:00,completed,Initial commissioning and calibration of PRO-1DC446,Internal Team,2025-04-16 12:49:41,1808.83
87e771c3-5a09-42ac-baf9-a09f21,SYS-4A549A15-F-E2848-A-431F4,PRO-1DC446 Maintenance,1,2017-06-07 00:00:00,2017-06-09 00:00:00,in_progress,Maintenance for PRO-1DC446,Contractor,2025-04-16 12:49:41,
6bcaa765-1a02-4bfd-988d-5461a5,SYS-4A549A15-F-E2848-A-431F4,PRO-1DC446 Inspection,2,2017-09-05 00:00:00,2017-09-08 00:00:00,in_progress,Inspection for PRO-1DC446,Contractor,2025-04-16 12:49:41,
310dfeba-fea2-47ca-98ee-96c704,SYS-4A549A15-F-E2848-A-431F4,PRO-1DC446 Inspection,2,2017-11-04 00:00:00,2017-11-06 00:00:00,completed,Inspection for PRO-1DC446,Internal Team,2025-04-16 12:49:41,1902.58
97543cfa-9ed7-4c4d-8687-481cc9,SYS-4A549A15-F-E2848-A-431F4,PRO-1DC446 Inspection,2,2018-05-03 00:00:00,2018-05-05 00:00:00,scheduled,Inspection for PRO-1DC446,Contractor,2025-04-16 12:49:41,
0d8b764c-e9d9-47de-ad94-ff8791,SYS-4A549A15-F-E2848-A-431F4,PRO-1DC446 Alteration,4,2019-05-03 00:00:00,2019-05-06 00:00:00,scheduled,Alteration for PRO-1DC446,Vendor,2025-04-16 12:49:41,
2e63ac9b-e7c2-4105-8bbb-3a2da6,SYS-4A549A15-F-E2848-A-431F4,PRO-1DC446 Repair,3,2020-05-02 00:00:00,2020-05-03 00:00:00,completed,Repair for PRO-1DC446,Internal Team,2025-04-16 12:49:41,2635.45
656a72c7-380b-49f4-8cd8-ad9b6e,SYS-4A549A15-F-E2848-A-431F4,PRO-1DC446 Repair,3,2020-10-29 00:00:00,2020-11-01 00:00:00,scheduled,Repair for PRO-1DC446,Internal Team,2025-04-16 12:49:41,
f04151f8-5e9a-4fb0-b317-56bdb0,SYS-4A549A15-F-E2848-A-431F4,PRO-1DC446 Alteration,4,2020-12-28 00:00:00,2020-12-30 00:00:00,in_progress,Alteration for PRO-1DC446,Vendor,2025-04-16 12:49:41,
3881a837-48b4-41cc-bd96-462746,SYS-4A549A15-F-E2848-A-431F4,PRO-1DC446 Alteration,4,2021-12-28 00:00:00,2021-12-31 00:00:00,scheduled,Alteration for PRO-1DC446,Contractor,2025-04-16 12:49:41,
1ca71008-b0ef-4a1a-8c37-e87e6c,SYS-4A549A15-F-E2848-A-6A814,PRO-D5BBEE Commissioning,1,2016-05-17 00:00:00,2016-05-18 00:00:00,completed,Initial commissioning and calibration of PRO-D5BBEE,Vendor,2025-04-16 12:49:41,1021.73
57025e64-a78d-4c01-8947-1c9e09,SYS-4A549A15-F-E2848-A-6A814,PRO-D5BBEE Maintenance,1,2016-06-16 00:00:00,2016-06-18 00:00:00,in_progress,Maintenance for PRO-D5BBEE,Internal Team,2025-04-16 12:49:41,
ff1309a7-0dbf-4db9-9dca-5e996d,SYS-4A549A15-F-E2848-A-6A814,PRO-D5BBEE Maintenance,1,2016-12-13 00:00:00,2016-12-15 00:00:00,scheduled,Maintenance for PRO-D5BBEE,Vendor,2025-04-16 12:49:41,
39aa0796-abdf-457d-a8ca-be5cb5,SYS-4A549A15-F-E2848-A-6A814,PRO-D5BBEE Maintenance,1,2017-12-13 00:00:00,2017-12-14 00:00:00,completed,Maintenance for PRO-D5BBEE,Internal Team,2025-04-16 12:49:41,2715.04
45a10dac-be52-4246-b24e-c97b6d,SYS-4A549A15-F-E2848-A-6A814,PRO-D5BBEE Alteration,4,2018-02-11 00:00:00,2018-02-12 00:00:00,scheduled,Alteration for PRO-D5BBEE,Internal Team,2025-04-16 12:49:41,
0aaee419-4d87-4ce6-9c81-a01959,SYS-4A549A15-F-E2848-A-6A814,PRO-D5BBEE Maintenance,1,2018-05-12 00:00:00,2018-05-13 00:00:00,scheduled,Maintenance for PRO-D5BBEE,Contractor,2025-04-16 12:49:41,
4f99f7fc-e3ad-413b-9c50-fc487b,SYS-4A549A15-F-E2848-A-6A814,PRO-D5BBEE Inspection,2,2018-07-11 00:00:00,2018-07-12 00:00:00,completed,Inspection for PRO-D5BBEE,Vendor,2025-04-16 12:49:41,4480.16
7e2a36e0-2744-4ffc-a6d6-034011,SYS-4A549A15-F-E2848-A-6A814,PRO-D5BBEE Inspection,2,2018-09-09 00:00:00,2018-09-10 00:00:00,completed,Inspection for PRO-D5BBEE,Vendor,2025-04-16 12:49:41,3111.34
6322e71b-0462-4e83-9795-a1da51,SYS-4A549A15-F-E2848-A-6A814,PRO-D5BBEE Maintenance,1,2019-03-08 00:00:00,2019-03-09 00:00:00,completed,Maintenance for PRO-D5BBEE,Contractor,2025-04-16 12:49:41,3630.58
44414190-5ca2-41b2-8886-0a02fe,SYS-4A549A15-F-E2848-A-6A814,PRO-D5BBEE Maintenance,1,2019-04-07 00:00:00,2019-04-08 00:00:00,in_progress,Maintenance for PRO-D5BBEE,Vendor,2025-04-16 12:49:41,
1cc9b055-95b9-4340-a711-13d0d8,SYS-4A549A15-F-E2848-A-5BC21,PRO-1C4016 Commissioning,1,2017-01-13 00:00:00,2017-01-14 00:00:00,completed,Initial commissioning and calibration of PRO-1C4016,Contractor,2025-04-16 12:49:41,4515.83
0eed92fb-b3e1-46dd-b8b9-f46111,SYS-4A549A15-F-E2848-A-5BC21,PRO-1C4016 Repair,3,2017-02-12 00:00:00,2017-02-15 00:00:00,completed,Repair for PRO-1C4016,Contractor,2025-04-16 12:49:41,1368.01
3ab8c0f7-11e5-437d-95e8-05c3cb,SYS-4A549A15-F-E2848-A-5BC21,PRO-1C4016 Repair,3,2017-03-14 00:00:00,2017-03-17 00:00:00,in_progress,Repair for PRO-1C4016,Vendor,2025-04-16 12:49:41,
14a69758-f889-4ba2-a6a5-a72514,SYS-4A549A15-F-E2848-A-5BC21,PRO-1C4016 Repair,3,2018-03-14 00:00:00,2018-03-15 00:00:00,in_progress,Repair for PRO-1C4016,Vendor,2025-04-16 12:49:41,
b74af999-e27e-4e2b-ae72-41b152,SYS-4A549A15-F-E2848-A-5BC21,PRO-1C4016 Repair,3,2018-06-12 00:00:00,2018-06-15 00:00:00,completed,Repair for PRO-1C4016,Contractor,2025-04-16 12:49:41,887.07
de0f477f-c743-474f-9bd5-1550f8,SYS-4A549A15-F-E2848-A-5BC21,PRO-1C4016 Maintenance,1,2018-09-10 00:00:00,2018-09-11 00:00:00,in_progress,Maintenance for PRO-1C4016,Internal Team,2025-04-16 12:49:41,
2d5ae30f-1a7a-40cc-b610-0bfa41,SYS-4A549A15-F-E2848-A-5BC21,PRO-1C4016 Repair,3,2019-03-09 00:00:00,2019-03-11 00:00:00,scheduled,Repair for PRO-1C4016,Contractor,2025-04-16 12:49:41,
52883c15-8a67-42bf-abab-638088,SYS-4A549A15-F-E2848-A-5BC21,PRO-1C4016 Inspection,2,2019-06-07 00:00:00,2019-06-10 00:00:00,in_progress,Inspection for PRO-1C4016,Contractor,2025-04-16 12:49:41,
61532ffc-8e2e-4f91-99d7-6ff864,SYS-4A549A15-F-E2848-A-5BC21,PRO-1C4016 Repair,3,2019-09-05 00:00:00,2019-09-07 00:00:00,scheduled,Repair for PRO-1C4016,Vendor,2025-04-16 12:49:41,
54790d92-5f01-48ba-a921-51275d,SYS-4A549A15-F-E2848-A-5BC21,PRO-1C4016 Alteration,4,2019-10-05 00:00:00,2019-10-07 00:00:00,scheduled,Alteration for PRO-1C4016,Internal Team,2025-04-16 12:49:41,
5e802c8a-d688-4fba-902b-57cbaf,SYS-4A549A15-F-E2848-A-49314,PRO-9F2BE9 Commissioning,1,2017-10-06 00:00:00,2017-10-07 00:00:00,completed,Initial commissioning and calibration of PRO-9F2BE9,Contractor,2025-04-16 12:49:41,3752.48
50888e9a-ce88-4bcb-b661-16894d,SYS-4A549A15-F-E2848-A-49314,PRO-9F2BE9 Repair,3,2017-11-05 00:00:00,2017-11-06 00:00:00,scheduled,Repair for PRO-9F2BE9,Contractor,2025-04-16 12:49:41,
fbc38d16-47be-4592-b2dc-4d0682,SYS-4A549A15-F-E2848-A-49314,PRO-9F2BE9 Maintenance,1,2018-02-03 00:00:00,2018-02-05 00:00:00,in_progress,Maintenance for PRO-9F2BE9,Internal Team,2025-04-16 12:49:41,
c2cffe60-687c-46c9-9a08-6c2654,SYS-4A549A15-F-E2848-A-49314,PRO-9F2BE9 Alteration,4,2018-04-04 00:00:00,2018-04-05 00:00:00,in_progress,Alteration for PRO-9F2BE9,Vendor,2025-04-16 12:49:41,
f8147789-cb5e-43e8-b1fc-238f41,SYS-4A549A15-F-E2848-A-49314,PRO-9F2BE9 Maintenance,1,2018-06-03 00:00:00,2018-06-06 00:00:00,scheduled,Maintenance for PRO-9F2BE9,Contractor,2025-04-16 12:49:41,
f534c071-f3b2-45cb-a267-f7bbf9,SYS-4A549A15-F-E2848-A-49314,PRO-9F2BE9 Alteration,4,2018-09-01 00:00:00,2018-09-04 00:00:00,scheduled,Alteration for PRO-9F2BE9,Vendor,2025-04-16 12:49:41,
9b3aa329-eafa-486c-839e-5ffd77,SYS-4A549A15-F-E2848-A-49314,PRO-9F2BE9 Inspection,2,2019-02-28 00:00:00,2019-03-01 00:00:00,in_progress,Inspection for PRO-9F2BE9,Internal Team,2025-04-16 12:49:41,
e67b5459-81c8-49f4-a5a9-bdc54d,SYS-4A549A15-F-E2848-A-49314,PRO-9F2BE9 Alteration,4,2019-08-27 00:00:00,2019-08-30 00:00:00,completed,Alteration for PRO-9F2BE9,Contractor,2025-04-16 12:49:41,2780.84
8c1ae352-a535-47a3-ba1c-375a47,SYS-4A549A15-F-E2848-A-49314,PRO-9F2BE9 Inspection,2,2020-02-23 00:00:00,2020-02-25 00:00:00,completed,Inspection for PRO-9F2BE9,Vendor,2025-04-16 12:49:41,3806.0
03a36218-6314-433a-8b17-b2c895,SYS-4A549A15-F-E2848-A-49314,PRO-9F2BE9 Inspection,2,2020-04-23 00:00:00,2020-04-26 00:00:00,completed,Inspection for PRO-9F2BE9,Contractor,2025-04-16 12:49:41,1023.67
69d75f79-f8d5-41e3-ac8e-b2ed95,SYS-4A549A15-F-E2848-A-7A1C3,PRO-D39F3B Commissioning,1,2017-10-09 00:00:00,2017-10-10 00:00:00,completed,Initial commissioning and calibration of PRO-D39F3B,Vendor,2025-04-16 12:49:41,4327.83
c271f806-efe1-45d0-904a-e148c0,SYS-4A549A15-F-E2848-A-7A1C3,PRO-D39F3B Inspection,2,2017-11-08 00:00:00,2017-11-11 00:00:00,completed,Inspection for PRO-D39F3B,Vendor,2025-04-16 12:49:41,1120.98
25cf316e-95e2-4867-ac23-dc8094,SYS-4A549A15-F-E2848-A-7A1C3,PRO-D39F3B Inspection,2,2018-05-07 00:00:00,2018-05-10 00:00:00,completed,Inspection for PRO-D39F3B,Vendor,2025-04-16 12:49:41,1250.58
c5ef4db4-8970-42de-8865-4d698b,SYS-4A549A15-F-E2848-A-7A1C3,PRO-D39F3B Repair,3,2019-05-07 00:00:00,2019-05-10 00:00:00,completed,Repair for PRO-D39F3B,Vendor,2025-04-16 12:49:41,756.2
870f1ba8-c79f-4563-87c2-4bb137,SYS-4A549A15-F-E2848-A-7A1C3,PRO-D39F3B Inspection,2,2019-06-06 00:00:00,2019-06-07 00:00:00,scheduled,Inspection for PRO-D39F3B,Vendor,2025-04-16 12:49:41,
0f1a324a-8b8b-461e-be04-0a7935,SYS-4A549A15-F-E2848-A-7A1C3,PRO-D39F3B Alteration,4,2020-06-05 00:00:00,2020-06-08 00:00:00,in_progress,Alteration for PRO-D39F3B,Internal Team,2025-04-16 12:49:41,
47564d82-cfbe-4960-9c7a-f15bcf,SYS-4A549A15-F-E2848-A-7A1C3,PRO-D39F3B Maintenance,1,2021-06-05 00:00:00,2021-06-08 00:00:00,completed,Maintenance for PRO-D39F3B,Contractor,2025-04-16 12:49:41,1215.03
78b37706-157f-497d-bc6f-f1e256,SYS-4A549A15-F-E2848-A-7A1C3,PRO-D39F3B Alteration,4,2022-06-05 00:00:00,2022-06-07 00:00:00,scheduled,Alteration for PRO-D39F3B,Vendor,2025-04-16 12:49:41,
c979712b-a684-4d77-b164-568cd4,SYS-4A549A15-F-E2848-A-7A1C3,PRO-D39F3B Inspection,2,2022-09-03 00:00:00,2022-09-04 00:00:00,scheduled,Inspection for PRO-D39F3B,Internal Team,2025-04-16 12:49:41,
ea3cf704-ad35-4e98-a5d4-d8605b,SYS-4A549A15-F-E2848-A-7A1C3,PRO-D39F3B Inspection,2,2022-11-02 00:00:00,2022-11-05 00:00:00,scheduled,Inspection for PRO-D39F3B,Internal Team,2025-04-16 12:49:41,
e0dae10f-b103-4caf-9704-8f237e,SYS-4A549A15-F-E2848-A-766CB,PRO-CD47C9 Commissioning,1,2018-06-07 00:00:00,2018-06-08 00:00:00,completed,Initial commissioning and calibration of PRO-CD47C9,Contractor,2025-04-16 12:49:42,3335.0
f8c3eae1-3e8e-4571-b813-4e0576,SYS-4A549A15-F-E2848-A-766CB,PRO-CD47C9 Alteration,4,2018-12-04 00:00:00,2018-12-06 00:00:00,scheduled,Alteration for PRO-CD47C9,Contractor,2025-04-16 12:49:42,
e2de350e-0b75-47b1-b501-2b06e4,SYS-4A549A15-F-E2848-A-766CB,PRO-CD47C9 Alteration,4,2019-01-03 00:00:00,2019-01-04 00:00:00,scheduled,Alteration for PRO-CD47C9,Internal Team,2025-04-16 12:49:42,
ec6f5d5e-8682-47ca-957e-67a370,SYS-4A549A15-F-E2848-A-766CB,PRO-CD47C9 Inspection,2,2020-01-03 00:00:00,2020-01-06 00:00:00,completed,Inspection for PRO-CD47C9,Contractor,2025-04-16 12:49:42,611.68
fbe495b4-6891-44e4-a1da-4763cb,SYS-4A549A15-F-E2848-A-766CB,PRO-CD47C9 Maintenance,1,2020-07-01 00:00:00,2020-07-04 00:00:00,scheduled,Maintenance for PRO-CD47C9,Vendor,2025-04-16 12:49:42,
8629050e-a5e7-4652-8187-59224d,SYS-4A549A15-F-E2848-A-766CB,PRO-CD47C9 Repair,3,2020-09-29 00:00:00,2020-10-02 00:00:00,in_progress,Repair for PRO-CD47C9,Internal Team,2025-04-16 12:49:42,
deb50991-226d-4a4d-ab20-c54bb8,SYS-4A549A15-F-E2848-A-766CB,PRO-CD47C9 Maintenance,1,2020-10-29 00:00:00,2020-10-30 00:00:00,scheduled,Maintenance for PRO-CD47C9,Vendor,2025-04-16 12:49:42,
82eaf611-33d0-4ceb-b333-ec986a,SYS-4A549A15-F-E2848-A-766CB,PRO-CD47C9 Alteration,4,2020-11-28 00:00:00,2020-11-29 00:00:00,in_progress,Alteration for PRO-CD47C9,Internal Team,2025-04-16 12:49:42,
32e396a7-b31d-4040-a6f3-73e4c6,SYS-4A549A15-F-E2848-A-766CB,PRO-CD47C9 Repair,3,2021-02-26 00:00:00,2021-03-01 00:00:00,completed,Repair for PRO-CD47C9,Vendor,2025-04-16 12:49:42,3143.08
40a0cb49-5e5d-4558-80c6-bf5c36,SYS-4A549A15-F-E2848-A-766CB,PRO-CD47C9 Alteration,4,2021-04-27 00:00:00,2021-04-28 00:00:00,scheduled,Alteration for PRO-CD47C9,Internal Team,2025-04-16 12:49:42,
00eb7327-e72e-4351-ae2e-e1f2d8,SYS-4A549A15-F-E2848-A-A8100,PRO-977E0C Commissioning,1,2016-05-15 00:00:00,2016-05-16 00:00:00,completed,Initial commissioning and calibration of PRO-977E0C,Vendor,2025-04-16 12:49:42,3861.09
426e3eab-70b7-4ffc-9ce2-8b3ae5,SYS-4A549A15-F-E2848-A-A8100,PRO-977E0C Alteration,4,2016-06-14 00:00:00,2016-06-16 00:00:00,completed,Alteration for PRO-977E0C,Internal Team,2025-04-16 12:49:42,3904.27
c7899b2e-a92f-4b11-96a9-bf5512,SYS-4A549A15-F-E2848-A-A8100,PRO-977E0C Repair,3,2017-06-14 00:00:00,2017-06-17 00:00:00,in_progress,Repair for PRO-977E0C,Contractor,2025-04-16 12:49:42,
cbf1fc01-d594-4329-b85e-fc5c57,SYS-4A549A15-F-E2848-A-A8100,PRO-977E0C Maintenance,1,2017-08-13 00:00:00,2017-08-14 00:00:00,scheduled,Maintenance for PRO-977E0C,Vendor,2025-04-16 12:49:42,
bce9cfd9-ff35-40c3-b96e-e4ca5a,SYS-4A549A15-F-E2848-A-A8100,PRO-977E0C Repair,3,2017-09-12 00:00:00,2017-09-14 00:00:00,completed,Repair for PRO-977E0C,Internal Team,2025-04-16 12:49:42,2937.34
1f4c6f15-0fe5-458f-907a-c86a9b,SYS-4A549A15-F-E2848-A-A8100,PRO-977E0C Inspection,2,2017-12-11 00:00:00,2017-12-12 00:00:00,scheduled,Inspection for PRO-977E0C,Contractor,2025-04-16 12:49:42,
ebc163c7-0d9f-4d92-9581-01dda7,SYS-4A549A15-F-E2848-A-A8100,PRO-977E0C Repair,3,2018-01-10 00:00:00,2018-01-11 00:00:00,in_progress,Repair for PRO-977E0C,Contractor,2025-04-16 12:49:42,
e886c672-aec5-46ab-83f5-d48412,SYS-4A549A15-F-E2848-A-A8100,PRO-977E0C Repair,3,2018-02-09 00:00:00,2018-02-12 00:00:00,completed,Repair for PRO-977E0C,Internal Team,2025-04-16 12:49:42,3007.72
8962c50f-5aee-4604-b8d2-d5d154,SYS-4A549A15-F-E2848-A-A8100,PRO-977E0C Maintenance,1,2018-04-10 00:00:00,2018-04-13 00:00:00,scheduled,Maintenance for PRO-977E0C,Internal Team,2025-04-16 12:49:42,
ea0c2846-5428-4d23-aeee-7c362b,SYS-4A549A15-F-E2848-A-A8100,PRO-977E0C Maintenance,1,2018-05-10 00:00:00,2018-05-11 00:00:00,in_progress,Maintenance for PRO-977E0C,Contractor,2025-04-16 12:49:42,
9910c921-2056-4b70-81ea-3f03a4,SYS-4A549A15-F-E2848-A-6D733,PRO-C34B11 Commissioning,1,2018-04-17 00:00:00,2018-04-18 00:00:00,completed,Initial commissioning and calibration of PRO-C34B11,Vendor,2025-04-16 12:49:42,968.41
98a92b61-6a2b-4284-a1b1-2a5f1d,SYS-4A549A15-F-E2848-A-6D733,PRO-C34B11 Maintenance,1,2018-06-16 00:00:00,2018-06-17 00:00:00,completed,Maintenance for PRO-C34B11,Contractor,2025-04-16 12:49:42,1630.12
d8bb439b-94aa-4e20-98b1-b9ee77,SYS-4A549A15-F-E2848-A-6D733,PRO-C34B11 Inspection,2,2018-09-14 00:00:00,2018-09-15 00:00:00,completed,Inspection for PRO-C34B11,Internal Team,2025-04-16 12:49:42,1447.34
4b588dcd-023e-4fce-aaea-5fc47c,SYS-4A549A15-F-E2848-A-6D733,PRO-C34B11 Maintenance,1,2019-03-13 00:00:00,2019-03-14 00:00:00,in_progress,Maintenance for PRO-C34B11,Vendor,2025-04-16 12:49:42,
5f4a90a9-6a0a-497a-ac6c-e9fe85,SYS-4A549A15-F-E2848-A-6D733,PRO-C34B11 Repair,3,2019-04-12 00:00:00,2019-04-15 00:00:00,completed,Repair for PRO-C34B11,Internal Team,2025-04-16 12:49:42,4059.64
2aec57f0-6f74-49d4-a4df-b963e7,SYS-4A549A15-F-E2848-A-6D733,PRO-C34B11 Alteration,4,2019-10-09 00:00:00,2019-10-10 00:00:00,in_progress,Alteration for PRO-C34B11,Internal Team,2025-04-16 12:49:42,
